key,summary,description,assignee
HADOOP-15406,hadoop-nfs dependencies for mockito and junit are not test scope,hadoop-nfs asks for mockito-all and junit for its unit tests but it does not mark the dependency as being required only for tests.,jlowe
HADOOP-15404,Remove multibyte characters in DataNodeUsageReportUtil,"DataNodeUsageReportUtil created by HDFS-13055 includes multibyte characters. We need to remove them for building it with java9.
{noformat}
mvn javadoc:javadoc --projects hadoop-hdfs-project/hadoop-hdfs-client
...
[ERROR] /hadoop/hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/server/protocol/DataNodeUsageReportUtil.java:26: error: unmappable character (0xE2) for encoding US-ASCII
[ERROR]  * the delta between??????current DataNode usage metrics and the usage metrics
{noformat}",tasanuma0829
HADOOP-15402,Prevent double logout of UGI's LoginContext,HADOOP-15294 worked around a LoginContext NPE resulting from a double logout by peering into the Subject.  A cleaner fix is tracking whether the LoginContext is logged in.,daryn
HADOOP-15400,Improve S3Guard documentation on Authoritative Mode implementation,"Part of the design of S3Guard is support for skipping the call to S3 listObjects and serving directory listings out of the MetadataStore under certain circumstances.  This feature is called ""authoritative"" mode.  I've talked to many people about this feature and it seems to be universally confusing.

I suggest we improve / add a section to the s3guard.md site docs elaborating on what Authoritative Mode is.

It is *not* treating the MetadataStore (e.g. dynamodb) as the source of truth in general.

It *is* the ability to short-circuit S3 list objects and serve listings from the MetadataStore in some circumstances: 

For S3A to skip S3's list objects on some *path*, and serve it directly from the MetadataStore, the following things must all be true:
 # The MetadataStore implementation persists the bit {{DirListingMetadata.isAuthorititative}} set when calling {{MetadataStore#put(DirListingMetadata)}}
 # The S3A client is configured to allow metadatastore to be authoritative source of a directory listing (fs.s3a.metadatastore.authoritative=true).
 # The MetadataStore has a full listing for *path* stored in it.  This only happens if the FS client (s3a) explicitly has stored a full directory listing with {{DirListingMetadata.isAuthorititative=true}} before the said listing request happens.

Note that #1 only currently happens in LocalMetadataStore. Adding support to DynamoDBMetadataStore is covered in HADOOP-14154.

Also, the multiple uses of the word ""authoritative"" are confusing. Two meanings are used:
 1. In the FS client configuration fs.s3a.metadatastore.authoritative
 - Behavior of S3A code (not MetadataStore)
 - ""S3A is allowed to skip S3.list() when it has full listing from MetadataStore""

2. MetadataStore
 When storing a dir listing, can set a bit isAuthoritative
 1 : ""full contents of directory""
 0 : ""may not be full listing""

Note that a MetadataStore *MAY* persist this bit. (not *MUST*).

We should probably rename the {{DirListingMetadata.isAuthorititative}} to {{.fullListing}} or at least put a comment where it is used to clarify its meaning.",gabor.bota
HADOOP-15399,KMSAcls should read kms-site.xml file.,"KMSACLs uses {{AccessControlList}} for authorization.
For creating groups membership, the group implementation class that will be instantiated is configured by {{hadoop.security.group.mapping}}.
Today {{KMSACLs}} class reads only {{kms-acls.xml}} file to create {{AccessControlList}}.
{{kms-acls.xml}} doesn't look the right place add the above config.
So KMSAcls should read either kms-site.
[~xiaochen]: Any preference which file should acls load ?
IMO it should be kms-site because that file is mandatory. But all the properties in kms-site.xml starts with {{hadoop.kms}}, I am little bit inclined towards core-site.xml.
 ",shahrs87
HADOOP-15398,StagingTestBase uses methods not available in Mockito 1.8.5,"*Problem:* hadoop trunk compilation is failing
 *Root Cause:*
 compilation error is coming from {{org.apache.hadoop.fs.s3a.commit.staging.StagingTestBase}}. Compilation error is ""The method getArgumentAt(int, Class<UploadPartRequest>) is undefined for the type InvocationOnMock"".

StagingTestBase is using getArgumentAt(int, Class<UploadPartRequest>) method which is not available in mockito-all 1.8.5 version. getArgumentAt(int, Class<UploadPartRequest>) method is available only from version 2.0.0-beta

*Expectations:*
 Either mockito-all version to be upgraded or test case to be written only with available functions in 1.8.5.",arshadmohammad
HADOOP-15396,Some java source files are executable,"{noformat}
$ find . -name ""*.java"" -perm 755
./hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/placement/TestUserGroupMappingPlacementRule.java
./hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/test/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/localizer/TestResourceLocalizationService.java
./hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/localizer/ResourceLocalizationService.java
./hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestTaskImpl.java
./hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/main/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TaskAttemptImpl.java
./hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/main/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TaskImpl.java
./hadoop-hdfs-project/hadoop-hdfs-client/src/test/java/org/apache/hadoop/hdfs/TestDFSPacket.java
./hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSPacket.java
./hadoop-hdfs-project/hadoop-hdfs-client/src/main/java/org/apache/hadoop/hdfs/DFSOutputStream.java
{noformat}
The permission should be 644. Let's fix them.",shashikant
HADOOP-15395,DefaultImpersonationProvider fails to parse proxy user config if username has . in it,"DefaultImpersonationProvider fails to parse proxy user config if username has . in it. 

 ",ajayydv
HADOOP-15394,Backport PowerShell NodeFencer HADOOP-14309 to branch-2,"HADOOP-14309 added PowerShell NodeFencer.
We should backport it to branch-2 and branch-2.9.",elgoiri
HADOOP-15393,Upgrade the version of commons-lang3 to 3.7,"{{mvn javadoc:javadoc}} with jdk10 fails due to MJAVADOC-517. This is reported by [~ajisakaa].

Upgrading commons-lang3 version to the latest version 3.7 works round the issue.",tasanuma0829
HADOOP-15391,"Add missing css file in hadoop-aws, hadoop-aliyun, hadoop-azure and hadoop-azure-datalake modules","The documentation pages for hadoop-aws, hadoop-aliyun, hadoop-azure and hadoop-azure-datalake render error (see screen-shot attached or [here|http://hadoop.apache.org/docs/current/hadoop-aws/tools/hadoop-aws/index.html]). The reason of this is that the css file is missing in these modules.",linyiqun
HADOOP-15390,Yarn RM logs flooded by DelegationTokenRenewer trying to renew KMS tokens,"When looking at a recent issue with [~rkanter] and [~yufeigu], we found that the RM log in a cluster was flooded by KMS token renewal errors below:
{noformat}
$ tail -9 hadoop-cmf-yarn-RESOURCEMANAGER.log
2018-04-11 11:34:09,367 WARN org.apache.hadoop.crypto.key.kms.KMSClientProvider$KMSTokenRenewer: keyProvider null cannot renew dt.
2018-04-11 11:34:09,367 INFO org.apache.hadoop.yarn.server.resourcemanager.security.DelegationTokenRenewer: Renewed delegation-token= [Kind: kms-dt, Service: KMSIP:16000, Ident: (kms-dt owner=user, renewer=yarn, realUser=, issueDate=1522192283334, maxDate=1522797083334, sequenceNumber=15108613, masterKeyId=2674);exp=0; apps=[]], for []
2018-04-11 11:34:09,367 INFO org.apache.hadoop.yarn.server.resourcemanager.security.DelegationTokenRenewer: Renew Kind: kms-dt, Service: KMSIP:16000, Ident: (kms-dt owner=user, renewer=yarn, realUser=, issueDate=1522192283334, maxDate=1522797083334, sequenceNumber=15108613, masterKeyId=2674);exp=0; apps=[] in -1523446449367 ms, appId = []
...
2018-04-11 11:34:09,367 WARN org.apache.hadoop.crypto.key.kms.KMSClientProvider$KMSTokenRenewer: keyProvider null cannot renew dt.
2018-04-11 11:34:09,367 INFO org.apache.hadoop.yarn.server.resourcemanager.security.DelegationTokenRenewer: Renewed delegation-token= [Kind: kms-dt, Service: KMSIP:16000, Ident: (kms-dt owner=user, renewer=yarn, realUser=, issueDate=1522192283334, maxDate=1522797083334, sequenceNumber=15108613, masterKeyId=2674);exp=0; apps=[]], for []
2018-04-11 11:34:09,367 INFO org.apache.hadoop.yarn.server.resourcemanager.security.DelegationTokenRenewer: Renew Kind: kms-dt, Service: KMSIP:16000, Ident: (kms-dt owner=user, renewer=yarn, realUser=, issueDate=1522192283334, maxDate=1522797083334, sequenceNumber=15108613, masterKeyId=2674);exp=0; apps=[] in -1523446449367 ms, appId = []
{noformat}

Further inspection shows the KMS IP is from another cluster. The RM is before HADOOP-14445, so needs to read from config. The config rightfully doesn't have the other cluster's KMS configured.

Although HADOOP-14445 will make this a non-issue by creating the provider from token service, we should fix 2 things here:
- KMS token renewer should throw instead of return 0. Returning 0 when not able to renew shall be considered a bug in the renewer.
- Yarn RM's {{DelegationTokenRenewer}} service should validate the return and not go into this busy loop.",xiaochen
HADOOP-15388,"LocalFilesystem#rename(Path, Path, Options.Rename...) does not handle crc files","ChecksumFilesystem#rename(Path, Path, Options.Rename...) is missing and FilterFileSystem does not care with crc files. That causes abandoned crc files in case of rename.",boky01
HADOOP-15386,FileSystemContractBaseTest#testMoveFileUnderParent duplicates testRenameFileToSelf,"{{FileSystemContractBaseTest#testMoveFileUnderParent}} test copy-pastes {{testRenameFileToSelf}} test, i.e. it tests copying to self instead of copying under parent.

Attached patch fixes {{testMoveFileUnderParent}} to test copying under parent.",medb
HADOOP-15385,Many tests are failing in hadoop-distcp project in branch-2,"Many tests are failing in hadoop-distcp project in branch-2.8
Below are the failing tests.
{noformat}
Failed tests: 
  TestDistCpViewFs.testUpdateGlobTargetMissingSingleLevel:326->checkResult:428 expected:<4> but was:<5>
  TestDistCpViewFs.testGlobTargetMissingMultiLevel:346->checkResult:428 expected:<4> but was:<5>
  TestDistCpViewFs.testGlobTargetMissingSingleLevel:306->checkResult:428 expected:<2> but was:<3>
  TestDistCpViewFs.testUpdateGlobTargetMissingMultiLevel:367->checkResult:428 expected:<6> but was:<8>
  TestIntegration.testUpdateGlobTargetMissingSingleLevel:431->checkResult:577 expected:<4> but was:<5>
  TestIntegration.testGlobTargetMissingMultiLevel:454->checkResult:577 expected:<4> but was:<5>
  TestIntegration.testGlobTargetMissingSingleLevel:408->checkResult:577 expected:<2> but was:<3>
  TestIntegration.testUpdateGlobTargetMissingMultiLevel:478->checkResult:577 expected:<6> but was:<8>
  TestIntegration.testUpdateGlobTargetMissingSingleLevel:431->checkResult:577 expected:<4> but was:<5>
  TestIntegration.testGlobTargetMissingMultiLevel:454->checkResult:577 expected:<4> but was:<5>
  TestIntegration.testGlobTargetMissingSingleLevel:408->checkResult:577 expected:<2> but was:<3>
  TestIntegration.testUpdateGlobTargetMissingMultiLevel:478->checkResult:577 expected:<6> but was:<8>
  TestIntegration.testUpdateGlobTargetMissingSingleLevel:431->checkResult:577 expected:<4> but was:<5>
  TestIntegration.testGlobTargetMissingMultiLevel:454->checkResult:577 expected:<4> but was:<5>
  TestIntegration.testGlobTargetMissingSingleLevel:408->checkResult:577 expected:<2> but was:<3>
  TestIntegration.testUpdateGlobTargetMissingMultiLevel:478->checkResult:577 expected:<6> but was:<8>

Tests run: 258, Failures: 16, Errors: 0, Skipped: 0
{noformat}

{noformat}
rushabhs$ pwd
/Users/rushabhs/hadoop/apacheHadoop/hadoop/hadoop-tools/hadoop-distcp

rushabhs$ git branch
 branch-2
  branch-2.7
* branch-2.8
  branch-2.9
  branch-3.0

 rushabhs$ git log --oneline | head -n3
c4ea1c8bb73 HADOOP-14970. MiniHadoopClusterManager doesn't respect lack of format option. Contributed by Erik Krogen
1548205a845 YARN-8147. TestClientRMService#testGetApplications sporadically fails. Contributed by Jason Lowe
c01b425ba31 YARN-8120. JVM can crash with SIGSEGV when exiting due to custom leveldb logger. Contributed by Jason Lowe.
{noformat}",jlowe
HADOOP-15384,distcp numListstatusThreads option doesn't get to -delete scan,"The distcp {{numListstatusThreads}} option isn't used when configuring the GlobbedCopyListing used in {{CopyComitter.deleteMissing()}}

This means that for large scans of object stores, performance is significantly worse.

Fix: pass the option down from the task conf",stevel@apache.org
HADOOP-15382,Log kinit output in credential renewal thread,"We currently run kinit command in a thread to renew kerberos credentials periodically. 
{code:java}
            Shell.execCommand(cmd, ""-R"");
            if (LOG.isDebugEnabled()) {
              LOG.debug(""renewed ticket"");
            }
{code}
It seems useful to log the output of the kinit too.",gabor.bota
HADOOP-15381,KmsAcls should be reloaded periodically.,"Currently {{KMSACLs}} is getting reloaded depending on whether {{kms-acls}} file is modified or not.
Since the access control is specified by {{AcccessControlList}}, the member may contain {{unix-group}} or {{net-group}}.
If we add a new user to any group, technically the file is not modified but the membership of a group is modified, so we need to reload the {{kms-acls}} file.
There are couple of solutions for this.
1. short-term solution: Reload the file periodically (like lets say every 15 minutes).
2. long-term solution: Implement a {{refreshUserGroupMapping}} like protocol/servlet so whenever we change membership we can invoke that protocol and we get the updates.
",shahrs87
HADOOP-15380,TestViewFileSystemLocalFileSystem#testTrashRoot leaves an unnecessary file,"After running

{code}mvn test -Dtest=TestViewFileSystemLocalFileSystem#testTrashRoot
git status{code}
Git reports an untracked file: {{hadoop-common-project/hadoop-common/.debug.log.crc}}
It seems some cleanup issue.
 ",boky01
HADOOP-15379,Make IrqHandler.bind() public,"{{org.apache.hadoop.service.launcher.IrqHandler.bind()}} is package private

this means you can create an {{Interrupted}} handler in a different package, but you can't bind it to a signal.",ajayydv
HADOOP-15377,Improve debug messages in MetricsConfig.java,"I recently enabled debug level logging in a MR application and was getting a lot of log lines from this class that were just blank, without context.  I've enhanced the log messages to include additional context and a few other small clean up while looking at this class.",belugabehr
HADOOP-15376,Remove double semi colons on imports that make Clover fall over.,"Clover will fall over if there are double semicolons on imports.

The error looks like:
{code:java}
[INFO] Clover free edition.
[INFO] Updating existing database at '/Users/ehiggs/src/hadoop/hadoop-common-project/hadoop-common/target/clover/clover.db'.
[INFO] Processing files at 1.8 source level.
[INFO] /Users/ehiggs/src/hadoop/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestIOUtils.java:43:1:expecting EOF, found 'import'
[INFO] Instrumentation error
com.atlassian.clover.api.CloverException: /Users/ehiggs/src/hadoop/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestIOUtils.java:43:1:expecting EOF, found 'import'{code}
 

Thankfully we only have one location with this:
{code:java}
$ find . -name \*.java -exec grep '^import .*;;' {} +
./hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/TestIOUtils.java:import org.apache.commons.io.FileUtils;;{code}
 ",ehiggs
HADOOP-15375,Branch-2 pre-commit failed to build docker image,"Branch-2 pre-commit is failing during {{Building base image}}:
{noformat}
...
Step 28/33 : RUN apt-get -y install nodejs &&     ln -s /usr/bin/nodejs /usr/bin/node &&     apt-get -y install npm &&     npm set ca null &&     npm install -g bower &&     npm install -g ember-cli
{noformat}

{noformat}
...
Setting up npm (1.3.10~dfsg-1) ...
npm http GET 
[https://registry.npmjs.org/bower]
npm http GET 
[https://registry.npmjs.org/bower]
npm http GET 
[https://registry.npmjs.org/bower]
npm ERR! Error: CERT_UNTRUSTED
npm ERR!     at SecurePair.<anonymous> (tls.js:1370:32)
npm ERR!     at SecurePair.EventEmitter.emit (events.js:92:17)
npm ERR!     at SecurePair.maybeInitFinished (tls.js:982:10)
npm ERR!     at CleartextStream.read [as _read] (tls.js:469:13)
npm ERR!     at CleartextStream.Readable.read (_stream_readable.js:320:10)
npm ERR!     at EncryptedStream.write [as _write] (tls.js:366:25)
npm ERR!     at doWrite (_stream_writable.js:223:10)
npm ERR!     at writeOrBuffer (_stream_writable.js:213:5)
npm ERR!     at EncryptedStream.Writable.write (_stream_writable.js:180:11)
npm ERR!     at write (_stream_readable.js:583:24)
npm ERR! If you need help, you may report this log at:
npm ERR!     <
[http://github.com/isaacs/npm/issues]
>
npm ERR! or email it to:
npm ERR!     <npm-@googlegroups.com>

npm ERR! System Linux 3.13.0-143-generic
npm ERR! command ""/usr/bin/nodejs"" ""/usr/bin/npm"" ""install"" ""-g"" ""bower""
npm ERR! cwd /root
npm ERR! node -v v0.10.25
npm ERR! npm -v 1.3.10
npm ERR! 
npm ERR! Additional logging details can be found in:
npm ERR!     /root/npm-debug.log
npm ERR! not ok code 0
{noformat}",xiaochen
HADOOP-15374,Add links of the new features of 3.1.0 to the top page,,tasanuma0829
HADOOP-15373,Clear the code of Callqueuemanager,"The CallQueueManager contain two member, putRef and takeRef. They seems shouldn't have to use AtomicReference, it can use the volatile directly.",maobaolong
HADOOP-15372,Race conditions and possible leaks in the Shell class,"YARN-5641 introduced some cleanup code in the Shell class. It has a race condition. {{Shell.runCommand()}} can be called while/after {{Shell.getAllShells()}} returned all the shells to be cleaned up. This new thread can avoid the clean up, so that the process held by it can be leaked causing leaked localized files/etc.

I see another issue as well. {{Shell.runCommand()}} has a finally block with a {{process.destroy();}} to clean up. However, the try catch block does not cover all instructions after the process is started, so for example we can exit the thread and leak the process, if {{timeOutTimer.schedule(timeoutTimerTask, timeOutInterval);}} causes an exception.",ebadger
HADOOP-15370,S3A log message on rm s3a://bucket/ not intuitive,"when you try to delete the root of a bucket from command line, e.g. {{hadoop fs -rm -r -skipTrash s3a://hwdev-steve-new/}}, the output isn't that useful
{code}
2018-04-06 16:35:23,048 [main] INFO  s3a.S3AFileSystem (S3AFileSystem.java:rejectRootDirectoryDelete(1837)) - s3a delete the hwdev-steve-new root directory of true
rm: `s3a://hwdev-steve-new/': Input/output error
2018-04-06 16:35:23,050 [pool-2-thread-1] DEBUG s3a.S3AFileSystem
{code}

the single log message doesn't parse, and the error message raised is lost by the FS -rm CLI command (why?)

",gabor.bota
HADOOP-15369,Avoid usage of ${project.version} in parent poms,"hadoop-project/pom.xml and hadoop-project-dist/pom.xml use _${project.version}_ variable in dependencyManagement and plugin dependencies.

Unfortunatelly it could not work if we use different version in a child project as ${project.version} variable is resolved *after* the inheritance.

From [maven doc|https://maven.apache.org/guides/introduction/introduction-to-the-pom.html#Project_Inheritance]:

{quote}
For example, to access the project.version variable, you would reference it like so:

      <version>${project.version}</version>

One factor to note is that these variables are processed after inheritance as outlined above. This means that if a parent project uses a variable, then its definition in the child, not the parent, will be the one eventually used.
{quote}

The community voted to keep ozone in-tree but use a different release cycle. To achieve this we need different version for selected subproject therefor we can't use ${project.version} any more. 

 ",elek
HADOOP-15368,Apache Hadoop release 3.0.2 to fix deploying shaded jars in artifacts. ,"Apache Hadoop 3.0.1 was released with dummy shaded jars, like

{code}
Repository Path:  /org/apache/hadoop/hadoop-client-runtime/3.0.1/hadoop-client-runtime-3.0.1.jar
Uploaded by:      lei
Size:             44.47 KB
Uploaded Date:    Fri Mar 16 2018 15:50:42 GMT-0700 (PDT)
Last Modified:    Fri Mar 16 2018 15:50:42 GMT-0700 (PDT)
{code}

The community has agreed to release 3.0.2 on the same code base as 3.0.1, but with shaded jars, to fix the artifacts.  During this process, we moved the bug fixes with target version 3.0.2 to 3.0.3.  

This JIRA also serves as the metadata for 3.0.2 release to generate CHANGES.md and RELEASENOTE.md.
",eddyxu
HADOOP-15367,Update the initialization code in the docker hadoop-runner baseimage ,"The hadoop-runner baseimage contains initialization code for both the HDFS namenode/datanode and Ozone/Hdds scm/ksm.

The script name for Ozone/Hdds is changed (from oz to ozone) therefore we need to updated the base image.

This commit also would be a test for the dockerhub automated build.

Please apply the patch on the top of the _docker-hadoop-runner_ branch. ",elek
HADOOP-15366,Add a helper shutdown routine in HadoopExecutor to ensure clean shutdown,"It is recommended to shut down an {{ExecutorService}} in two phases, first by calling {{shutdown}} to reject incoming tasks, and then calling {{shutdownNow}}, if necessary, to cancel any lingering tasks. This Jira aims to add a helper shutdown routine in Hadoop executor  to achieve the same.",shashikant
HADOOP-15365,cannot find symbol sun.misc.Cleaner,"
{code:java}
[ERROR] COMPILATION ERROR : 
[INFO] -------------------------------------------------------------
[ERROR] /hadoop/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/nativeio/NativeIO.java:[332,17] cannot find symbol
  symbol:   class Cleaner
  location: package sun.misc
[ERROR] /hadoop/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/crypto/CryptoStreamUtils.java:[40,21] cannot find symbol
  symbol:   class Cleaner
  location: package sun.misc
{code}


We should use reflection to adapt jdk8 and jdk9",maobaolong
HADOOP-15362,Review of Configuration.java,"* Various improvements
 * Fix a lot of checks style errors

When I ran a recent debug log against a MR job, I was spammed from the following messages.  I ask that we move them to 'trace' as there is already a debug level logging preceding them.
{code:java}
LOG.debug(""Handling deprecation for all properties in config"");
foreach item {
-      LOG.debug(""Handling deprecation for "" + (String)item);
+      LOG.trace(""Handling deprecation for {}"", item);
}{code}",belugabehr
HADOOP-15361,RawLocalFileSystem should use Java nio framework for rename,"Currently RawLocalFileSystem uses a fallback logic for cross-volume renames. The fallback logic is a copy-on-fail logic so when rename fails it copies the source then delete it.
 An additional fallback logic was needed for Windows to provide POSIX rename behavior.

Due to the fallback logic RawLocalFileSystem does not pass the contract tests (HADOOP-13082).

With using Java nio framework both could be eliminated since it is not platform dependent and provides cross-volume rename.

In addition the fallback logic for Windows is not correct since Java io overrides the destination only if the source is also a directory but handleEmptyDstDirectoryOnWindows method checks only the destination. That means rename allows to override a directory with a file on Windows but not on Unix.

File#renameTo and Files#move are not 100% compatible:
 If the source is a directory and the destination is an empty directory File#renameTo overrides the source but Files#move is does not. We have to use {{StandardCopyOption.REPLACE_EXISTING}} but it overrides the destination even if the source or the destination is a file. So to make them compatible we have to check that the either the source or the destination is a directory before we add the copy option.

I think the correct strategy is
 * Where the contract test passed so far it should pass after this
 * Where the contract test failed because of Java specific think and not because of the fallback logic we should keep the original behavior.",boky01
HADOOP-15358,SFTPConnectionPool connections leakage,"Methods of SFTPFileSystem operate on poolable ChannelSftp instances, thus some methods of SFTPFileSystem are chained together resulting in establishing multiple connections to the SFTP server to accomplish one compound action, those methods are listed below:
 # mkdirs method
the public mkdirs method acquires a new ChannelSftp from the pool [1]
and then recursively creates directories, checking for the directory existence beforehand by calling the method exists[2] which delegates to the getFileStatus(ChannelSftp channel, Path file) method [3] and so on until it ends up in returning the FilesStatus instance [4]. The resource leakage occurs in the method getWorkingDirectory which calls the getHomeDirectory method [5] which in turn establishes a new connection to the sftp server instead of using an already created connection. As the mkdirs method is recursive this results in creating a huge number of connections.
 # open method [6]. This method returns an instance of FSDataInputStream which consumes SFTPInputStream instance which doesn't return an acquired ChannelSftp instance back to the pool but instead it closes it[7]. This leads to establishing another connection to an SFTP server when the next method is called on the FileSystem instance.


[1] https://github.com/apache/hadoop/blob/736ceab2f58fb9ab5907c5b5110bd44384038e6b/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/sftp/SFTPFileSystem.java#L658

[2] https://github.com/apache/hadoop/blob/736ceab2f58fb9ab5907c5b5110bd44384038e6b/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/sftp/SFTPFileSystem.java#L321

[3] https://github.com/apache/hadoop/blob/736ceab2f58fb9ab5907c5b5110bd44384038e6b/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/sftp/SFTPFileSystem.java#L202

[4] https://github.com/apache/hadoop/blob/736ceab2f58fb9ab5907c5b5110bd44384038e6b/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/sftp/SFTPFileSystem.java#L290

[5] https://github.com/apache/hadoop/blob/736ceab2f58fb9ab5907c5b5110bd44384038e6b/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/sftp/SFTPFileSystem.java#L640

[6] https://github.com/apache/hadoop/blob/736ceab2f58fb9ab5907c5b5110bd44384038e6b/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/sftp/SFTPFileSystem.java#L504

[7] https://github.com/apache/hadoop/blob/736ceab2f58fb9ab5907c5b5110bd44384038e6b/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/sftp/SFTPInputStream.java#L123",m.pryahin
HADOOP-15357,Configuration.getPropsWithPrefix no longer does variable substitution,"Before [HADOOP-13556], Configuration.getPropsWithPrefix() used the Configuration.get() method to get the value of the variables.   After [HADOOP-13556], it now uses props.getProperty().

The difference is that Configuration.get() does deprecation handling and more importantly variable substitution on the value.  So if a property has a variable specified with ${variable_name}, it will no longer be expanded when retrieved via getPropsWithPrefix().

Was this change in behavior intentional?  I am using this function in the fix for [MAPREDUCE-7069], but we do want variable expansion to happen.",jim_brennan
HADOOP-15356,Make HTTP timeout configurable in ADLS Connector,"Currently the HTTP timeout for the connections to ADLS are not configurable in Hadoop. This patch enables the timeouts to be configurable based on a core-site config setting. Also, up the ADLS SDK version to 2.2.8, that has default value of 60 seconds - any optimizations to that setting can now be done in Hadoop through core-site.",asikaria
HADOOP-15355,TestCommonConfigurationFields is broken by HADOOP-15312,TestCommonConfigurationFields is failing after HADOOP-15312.,gelixin
HADOOP-15354,hadoop-aliyun & hadoop-azure modules to mark hadoop-common as provided,"Although the aws/openstack and adl modules now declare hadopo-common as ""provided"" the hadoop-aliyun and hadoop-azure modules don't, so it gets into the set of dependencies passed on through hadoop-cloud-storage. It should be switched to provided in the POMs of these modules",stevel@apache.org
HADOOP-15353,Bump default yetus version in the yetus-wrapper,The current precommit hook uses yetus 0.8.0-SNAPSHOT. The default version in the yetus-wrapper script is 0.4.0. It could be adjusted HADOOP_YETUS_VERSION but I suggest to set the default version to 0.7.0 to get results similar to the jenkins results locally without adjustments.,elek
HADOOP-15352,Fix default local maven repository path in create-release script ,"I am testing the create-release script locally. In case the MVNCACHE is not set the local ~/.m2 is used. Which is not good as the packages are downloaded to ~/.m2/org/.../... instead of ~/.m2/repository/org/.../.../...

",elek
HADOOP-15350,[JDK10] Update maven plugin tools to fix compile error in hadoop-maven-plugins module,"{{mvn install -DskipTests}} fails with Java 10.
{noformat}
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-plugin-plugin:3.4:descriptor (default-descriptor) on project hadoop-maven-plugins: Execution default-descriptor of goal org.apache.maven.plugins:maven-plugin-plugin:3.4:descriptor failed. IllegalArgumentException -> [Help 1]
org.apache.maven.lifecycle.LifecycleExecutionException: Failed to execute goal org.apache.maven.plugins:maven-plugin-plugin:3.4:descriptor (default-descriptor) on project hadoop-maven-plugins: Execution default-descriptor of goal org.apache.maven.plugins:maven-plugin-plugin:3.4:descriptor failed.
{noformat}
Upgrading maven plugin tools to 3.5.1 fixes this.",tasanuma0829
HADOOP-15349,S3Guard DDB retryBackoff to be more informative on limits exceeded,"When S3Guard can't update the DB and so throws an IOE after the retry limit is exceeded, it's not at all informative. Improve logging & exception

",gabor.bota
HADOOP-15346,"S3ARetryPolicy for 400/BadArgument to be ""fail""","The retry policy for the AWS 400/BadArgument response is currently ""treat as a connectivity error"" on the basis that sometimes it works again.

It doesn't, not normally, and by using the connectivity retry policy, unrecoverable failures can take time to surface.

Proposed: switch to a fail fast policy for BadArgumentException",stevel@apache.org
HADOOP-15345,Backport HADOOP-12185 to branch-2.7: NetworkTopology is not efficient adding/getting/removing nodes,As per discussion in HADOOP-15343 backport HADOOP-12185 to branch-2.7,hexiaoqiao
HADOOP-15344,LoadBalancingKMSClientProvider#close should not swallow exceptions,"As [~shahrs87]'s comment on HADOOP-14445 says:
{quote}
LoadBalancingKMSCP never throws IOException back. It just swallows all the IOException and just logs it.
...
Maybe we might want to return MultipleIOException from LoadBalancingKMSCP#close. 
{quote}",zhenyi
HADOOP-15342,Update ADLS connector to use the current SDK version (2.2.7),"Updating the ADLS SDK connector to use the current version of the ADLS SDK (2.2.7).

 

Changelist is here: [https://github.com/Azure/azure-data-lake-store-java/blob/sdk2.2/CHANGES.md]

 

Short summary of what matters:

Change to the MSI token acquisition interface required by the change in REST interface to Azure ActiveDirecotry's VM MSI interface, and improved diagnostics in the SDK for token acquisition failures (better exception message and log message). The diagnostics was requested in HADOOP-15188.

 ",asikaria
