key,summary,description,assignee
AIRFLOW-4842,Issue deprecation notice on Py2 on 1.10 releases.,,ashb
AIRFLOW-4840,Fix pylint errors regarding logging-format-interpolation,,dzakus13
AIRFLOW-4839,Fix pylint errors regarding superfluous-parens,,dzakus13
AIRFLOW-4838,Surface Athena errors in AWSAthenaOperator,"Currently when the AWSAthenaOperator raises an error it only includes the query state (failed or cancelled) and the query_execution_id. While more information about any failed queries is available in the returned boto3 response, it is not surfaces in the failure exception.

The error message should be included whenever the AWSAthenaOperator raises an exception because of a failure state.",cjsekl
AIRFLOW-4837,Fix pylint errors regarding ungrouped imports,,dzakus13
AIRFLOW-4836,Fixing pylint errors regarding file opening,,kamil.bregula
AIRFLOW-4833,Jinja templating removes newlines,"When using an operator that has Jinja templating enabled for a field, if the field value ends with a newline then the newline is removed, regardless of whether there was a template in the string.

 

This came up when attempting to send data to Prometheus pushgateway using the SimpleHttpOperator. Pushgateway requires a newline at the end of every entry, so the removal of the newline at the end of the data parameter causes the request to fail in a way that is difficult to debug.

 

This can be gotten around by including a space after the newline character, though this is not a great solution. The space is ignored by pushgateway.",galak75
AIRFLOW-4831,conf.has_option raises an error if the given section is missing instead of returning false,"Currently, conf.has_option raises an error if the given section is missing. I think it should return false if either option or section is missing, which is also the behavior of ConfigParser.has_option.",haoliang
AIRFLOW-4829,EMR job flow and step sensor should provide a reason why the job failed,"Currently, when using the EmrJobFlowSensor and the EmrStepSensor there is an exception raised when a cluster fails. But no information is provided on what the failure was. The sensor that raises the exception already has the info in the boto3 response from the EMR api and this could be easily provided by extending the exception message with more details. This could be made a boolean or just always provided.",jzucker
AIRFLOW-4828,Remove param python_version in PythonVirtualenvOperator,Remove param python_version in PythonVirtualenvOperator,zhongjiajie
AIRFLOW-4827,Remove compatible test for python 2,Remove compatible test for python 2,zhongjiajie
AIRFLOW-4826,Resetdb command throws warning in new version of alembic,"Resetdb still works but connection should be updated
{code:java}
$ airflow resetdb
{...}
[2019-06-20 09:52:58,165] \{__init__.py:51} INFO - Using executor CeleryExecutor
DB: postgres+psycopg2://USER:PASS@SERVER/DBNAME
This will drop existing tables if they exist. Proceed? (y/n)y
[2019-06-20 09:53:00,869] \{db.py:370} INFO - Dropping tables that exist
/path/to/ve/lib64/python3.6/site-packages/alembic/util/messaging.py:69: UserWarning: 'connection' argument to configure() is expected to be a sqlalchemy.engine.Connection instance, got Engine(postgres+psycopg2://USER:PASS@SERVER/DBNAME)
 warnings.warn(msg)
[2019-06-20 09:53:01,010] \{migration.py:117} INFO - Context impl PostgresqlImpl.

{...}
{code}",trker
AIRFLOW-4822,"When clearing task instance of subdag, irrelevant tasks within parent dag might be cleared as well.","Dag file:
{code}
import datetime

from airflow.models import DAG
from airflow.operators.bash_operator import BashOperator
from airflow.operators.subdag_operator import SubDagOperator

def create_subdag_opt(main_dag):
    subdag_name = ""daily_job""
    subdag = DAG(
        dag_id='.'.join([dag_name, subdag_name]),
        start_date=start_date,
        schedule_interval=None,
        concurrency=2,
    )
    subdag_task = BashOperator(
        bash_command=""echo 1"",
        task_id=""daily_job_subdag_task"",
        dag=subdag
    )
    return SubDagOperator(
        task_id=subdag_name,
        subdag=subdag,
        dag=main_dag,
    )

dag_name = ""daily_job_parent""

start_date = datetime.datetime(2019, 6, 18)

dag = DAG(
    dag_id=dag_name,
    concurrency=3,
    start_date=start_date,
    schedule_interval=""45 18 * * *""
)

daily_job_irrelevant = BashOperator(
    bash_command=""echo 1"",
    task_id=""daily_job_irrelevant"",
    dag=dag,
)
daily_job = create_subdag_opt(main_dag=dag)
{code}
 Graph view:

!image-2019-06-20-15-20-39-565.png!

 

!image-2019-06-20-15-21-08-614.png!

When clearing dagrun of task: daily_job_subdag_task,

  !image-2019-06-20-15-21-28-744.png!

irrelevant task daily_job_parent.daily_job_irrelevant is listed in the to-clear list, which is not expected.",djfffff
AIRFLOW-4820,Fix unnecessary-pass errors in pylint,,kamil.bregula
AIRFLOW-4819,Fix singleton-comparison errors in pylint,,kamil.bregula
AIRFLOW-4818,Remove valid file from todo list,,kamil.bregula
AIRFLOW-4817,Remove deprecated methods from tests,"This is a bug detected by Pylint.

 ",kamil.bregula
AIRFLOW-4816,add MySQLToS3Operator,"Airflow doesn't have MySQLToS3Operator 

would be nice if someone can add it",wkhudgins
AIRFLOW-4811,Implement GCP DLP' Hook and Operators,Implement GCP DLP' Hook and Operators,ryan.yuan
AIRFLOW-4809,s3_delete_objects_operator fails on empty list of keys,"When s3_delete_objects_operator is used in a dynamic way (for example list of keys comes from s3_list_operator via XCom) there might be a case when the list of keys is empty. In my case it happens when chained operators are removing old files from S3 and there are no old files yet (because this is very first run of DAG).

In case of empty `keys` hook raises an exception (via boto3):
{noformat}
[2019-06-18 13:23:53,790] {{base_task_runner.py:101}} INFO - Job 115: Subtask delete_old_files [2019-06-18 13:23:53,790] {{cli.py:517}} INFO - Running <TaskInstance: xxxxxx.delete_old_files 2019-06-17T00:00:00+00:00 [running]> on host 82f571f444f5
[2019-06-18 13:23:56,199] {{__init__.py:1580}} ERROR - An error occurred (MalformedXML) when calling the DeleteObjects operation: The XML you provided was not well-formed or did not validate against our published schema
Traceback (most recent call last):
  File ""/usr/local/lib/python3.6/site-packages/airflow/models/__init__.py"", line 1441, in _run_raw_task
    result = task_copy.execute(context=context)
  File ""/usr/local/lib/python3.6/site-packages/airflow/contrib/operators/s3_delete_objects_operator.py"", line 80, in execute
    response = s3_hook.delete_objects(bucket=self.bucket, keys=self.keys)
  File ""/usr/local/lib/python3.6/site-packages/airflow/hooks/S3_hook.py"", line 542, in delete_objects
    Delete=delete_dict)
  File ""/usr/local/lib/python3.6/site-packages/botocore/client.py"", line 357, in _api_call
    return self._make_api_call(operation_name, kwargs)
  File ""/usr/local/lib/python3.6/site-packages/botocore/client.py"", line 661, in _make_api_call
    raise error_class(parsed_response, operation_name)
botocore.exceptions.ClientError: An error occurred (MalformedXML) when calling the DeleteObjects operation: The XML you provided was not well-formed or did not validate against our published schema
{noformat}

I already have a patch that checks if there is anything to delete and if not, just returns from the operator.",szczeles
AIRFLOW-4808,Error when getting an already deleted dataproc cluster status ,"When a dataproc cluster is manually deleted, ` it will throw an NoneType is not iterable error when *DataprocClusterCreateOperator* operator tries to get cluster status, ",london_su
AIRFLOW-4807,Make GCS operators Pylint compatible,,urbaszek
AIRFLOW-4803,Support more flexible auth for HTTP Hook/Operator/Sensor,"Current situation:
 * Currently HTTP Hook/Operator/Sensor support authentication by specifying ""login"" and ""password"" in connection definitions
 * ""login"" and ""password"" can't be empty string, otherwise it will be considered as ""None""

(current code: [https://github.com/apache/airflow/blob/8644a6f94c345b10dce46b9c71a02c2c1285bc85/airflow/hooks/http_hook.py#L72])

 

However, there are a few limitations:
 * in some cases, either 'login' or ""password"" or both can be empty string (not ""None"") (for example, [https://www.cloudera.com/documentation/data-science-workbench/latest/topics/cdsw_rest_apis.html#start_job_python])
 * ""requests"" library actually supports much more flexible authentication [https://2.python-requests.org/en/master/user/authentication/]

 ",xd-deng
AIRFLOW-4800,GKE operators call GKEClusterHook with wrong (old) arguments,"[#4364|https://github.com/apache/airflow/pull/4364/files#diff-6c81e7d223790753a57708ed860b51d1R39] changed GKEClusterHook's ctor arguments, but not call-sites in [GKEClusterDeleteOperator|https://github.com/apache/airflow/blob/2d18f0738f775183b06d19f0b6703285c8bdcb32/airflow/contrib/operators/gcp_container_operator.py#L89] and [GKEClusterCreateOperator|https://github.com/apache/airflow/blob/2d18f0738f775183b06d19f0b6703285c8bdcb32/airflow/contrib/operators/gcp_container_operator.py#L176].

[Relevant tests|https://github.com/apache/airflow/blob/2d18f0738f775183b06d19f0b6703285c8bdcb32/tests/contrib/operators/test_gcp_container_operator.py#L57-L58] still assert that the old arguments are passed.

I'd have thought that the {{location}} arg being passed to {{delegate_to}} would cause real usages of the GKE operators to break, but perhaps it doesn't and they are working. I'm not sure what real-world use of these operators is like.

I think the fix is trivial and will PR it shortly.",rdub
AIRFLOW-4799,tests using bash operator fail flakily because jinja2 rendering of environment variables,"In test_retry_delay in task instance tests we see this:

{code:python}
        ti = TI(
            task=task, execution_date=timezone.utcnow())

        self.assertEqual(ti.try_number, 1)
        # first run -- up for retry
        run_with_error(ti)
        self.assertEqual(ti.state, State.UP_FOR_RETRY)
        self.assertEqual(ti.try_number, 2)

        # second run -- still up for retry because retry_delay hasn't expired
        run_with_error(ti)
        self.assertEqual(ti.state, State.UP_FOR_RETRY)

        # third run -- failed
        time.sleep(3)
        run_with_error(ti)
        self.assertEqual(ti.state, State.FAILED)
{code}

The same TI is re-run multiple times.

The problem is that in the execute method of BashOperator, the {{env}} attribute is modified, and updated to include a copy of the parent bash env.  Then when this TI is executed another time, it again tries to render {{env}}, because it is a templated parameter.  And it will attempt to load every {{.sh}} or {{.bash}} file found in `env` as a template.  If one file does not exist, test will fail with template not found error.

The modifications of env in execute method should be local to execute method. ",dstandish
AIRFLOW-4798,tests may reference dagbag objects that do not yet exist,For example TaskInstance test `test_depends_on_past` tries to grab a dag 'test_depends_on_past' but it is not there.  It is created in `test_scheduler_job.py` so if you don't run that before task instance tests you will get failure.,dstandish
AIRFLOW-4797,Zombie detection and killing is not deterministic,"Zombie detection and killing is done within the DAG file processing loop. Within one iteration only a subset of the DAG files are processed (config scheduler.max_threads). The loop sleeps for the rest of the second, until the next iteration runs which processes the next subset of DAG files. The function to get zombie task instancs only returns zombies once within 10 seconds, otherwise an empty list is returned.

That means only in every 10th iteration of the DAG file processing loop zombies are detected. And only if the zombie task belong to one of the DAG files of the current iteration they are killed.

We run into the worst case scenario with max_threads=2 and 20 DAGs. In such a scenario only zombies of the same 2 DAGs are killed. (as loop iterations are not exactly 1s it shifts slowly and eventually the zomies are killed, but in one example it took 33 minutes).
",seelmann
AIRFLOW-4795,Upgrade alembic,Use recent versions of alembic to pick up some performance and deprecation fixes. See the changelog at [https://alembic.sqlalchemy.org/en/latest/changelog.html] for details.,jmcarp
AIRFLOW-4794,Allow access to airflow context in Kubernetes Pods Operator,Change the Kubernetes Pod Operator so that it has access to context at runtime.  This could be done by passing a callable into the constructor the callable would take the context and the existing env_vars as parameters and allow the developer to manipulate to the env_vars at run time before they are used to create the pod object. ,whi
AIRFLOW-4793,The mlengine_operator should support the signature_name field,`signature_name` is an optional field for PredictionInput (reference: [https://cloud.google.com/ml-engine/reference/rest/v1/projects.jobs#Job]) and the operator should support it.,dossett
AIRFLOW-4792,Include Sentry for Error Tracking Contrib,"This hook integration lets you easily use the Sentry SDK in Airflow.

It provides:
 * the sentry sdk for DAG specific runs.",tiopi
AIRFLOW-4790,dag processing statsd metrics are implemented as gauges but should be timers,"These two metrics were implemented as gauges but should be timers to follow the convention of other metrics that measure how long something takes to run.
dag_processing.last_runtime.<dag_file>
dag_processing.last_run.seconds_ago.<dag_file>
",andrewhharmon
AIRFLOW-4784,Make GCP operators Pylint compatible,,higrys
AIRFLOW-4782,Make GCP hooks Pylint compatible,,urbaszek
AIRFLOW-4781,Added the ability to specify ports in kubernetesOperator,"In kubernetes you have the ability to specify which ports to open to the container.

 
{code:java}
containers:
    - name: task-pv-container
      image: nginx
      ports:
        - containerPort: 80
          name: ""http-server""
{code}
In this issue we want to add that support to the kubernetesOperator and `PodRequestFactory`

With the support in the PodRequestFactory we can add functionality to build an operator that start a container in kubernetes and interact over the opened port.

 ",rweverwijk
AIRFLOW-4780,CLI connections add option -i for JSON file,"We have a ton's of connections and we would like to register them with a json file , like variables and pools 

today we have to call the cli for each connection , wich take more than 4 minutes.

So It would be nice to have a -i option to import a JSON file",raphaelauv
AIRFLOW-4779,Implement GCP Stackdriver' Hook and Operators,"Implement GCP Stackdriver Logging' Hook and Operators.

 - Read, write, delete logs

 - Export logs to GCS, BQ or Pub/Sub",ryan.yuan
AIRFLOW-4778,Improve get_logs for KubernetesPodOperator,"Current KubernetesPodOperator's get_logs option has following weaknesses:

- It gets only 10 lines of logs from the end.
- Because it reads logs when the pod starts, you may not get the last log lines.

The following improvements fixes these weaknesses:

- Add `tail_lines` parameter to set the number of log lines.
- Modify to read the logs when the pod finishes.",yoichiwo7
AIRFLOW-4777,Simplify the Python require in setup.py,,fokko
AIRFLOW-4776,Add type hints to models package,Add type hints to models package,pgag
AIRFLOW-4774,MLEngineHook should use the built-in Google Discovery API method for retry requests,"Hello,

MLEngineHook should use the built-in Google Discovery API method for retry requests. In other words, It should pass the num_retry parameter to the execute method.

Currently, the implementation uses its own mechanism implemented in the _poll_with_exponential_delay function.

 

Thanks

 ",urbaszek
AIRFLOW-4768,Timeout parameter in example_gcp_video_intelligence,The example uses a timeout parameter that does not exist in operators.,urbaszek
AIRFLOW-4767,Errors in the documentation of Dataproc Operator,"Hello,

Operator documentation contains many errors. We should think about it deeper.

 

Example 1:

DataProcPigOperator accepts the query_uri parameter. 

Airflow documentation describes this parameter as:
{quote}The uri of a pig script on Cloud Storage.
{quote}
[https://cloud.google.com/dataproc/docs/reference/rest/v1beta2/PigJob]

Google documentation describes this parameters as:
{quote}The HCFS URI of the script that contains the Pig queries.
{quote}
[https://cloud.google.com/dataproc/docs/reference/rest/v1beta2/PigJob]

 

I am afraid that there are similar mistakes in other places, so we should check the entire documentation.

 ",urbaszek
AIRFLOW-4766,Add autoscaling option for DataprocClusterCreateOperator,Add autoscaling param for scaling Dataproc cluster.,urbaszek
AIRFLOW-4765,Recursion error in DataProcPigOperator,"Recursion error in DataProcPigOperator in execute method:

 
{code:java}
class DataProcPigOperator(DataProcJobBaseOperator):
    ...
    def execute(self, context):
        self.create_job_template()
        if self.query is None:
            self.job_template.add_query_uri(self.query_uri)
        else:
            self.job_template.add_query(self.query)
            self.job_template.add_variables(self.variables)

        self.execute(context) -> super().execute(context){code}
 ",urbaszek
AIRFLOW-4763,DockerOperator command parameter does not allow lists,"According to the docstring `command` parameter allows `list` as input ([https://github.com/apache/airflow/blob/master/airflow/operators/docker_operator.py#L56])

But the `strip` function being called here indicates that `command` is assumed to be a string ([https://github.com/apache/airflow/blob/master/airflow/operators/docker_operator.py#L250])

 

 

It would be very nice to allow `list` inputs as well. I think the fix would be to add this before the line calling `.strip()`:

{code:python}
if type(command) == list:

    commands = command
{code}
",akkidx
AIRFLOW-4762,"Test against Python 3.6, 3.7 and 3.8b1","Airflow is currently tested against python 3.5 only. This may be insufficient as users may wish to run airflow on newer versions, which may introduce breaking changes.",pgag
AIRFLOW-4760,Packaged DAGs disappear from the DagBag,"AIRFLOW-2900 introduced a change that broke Airflow whenever it tries to reprocess a packaged DAG. Since that change, the {{fileloc}} column in the database for packaged DAGs isn't an actual filepath. It looks something like: {{/usr/local/airflow/dags/package.zip/my_dag.py}} -- *notice that the path to the DAG inside the zip is appended to the zip file's path*. Then, when the {{DagBag#process_file}} method tries to load that filepath, it bails because that filepath is invalid.

 

Steps to reproduce:

 
 # Add a packaged DAG to your DAGS_FOLDER
 # From the main /admin UI, click on the DAG to open it's detail view
 # Click the ""Refresh"" button

 

What should happen:

The detail view should refresh and display a ""flash"" message saying that the DAG is ""fresh as a daisy.""

 

What actually happens:

The app redirects to the main /admin UI and displays a ""flash"" error message in addition to the ""fresh as a daisy"" message.

 

See animated GIF, attached.",danmactough
AIRFLOW-4759,Improve performance of /success endpoint,"Setting a dagrun to success or failure calls `set_state` for each task in the dag, running multiple database queries for each one. We can reduce the number of queries, and improve performance for the associated endpoints, by setting the states of all relevant tasks in the same query.",jmcarp
AIRFLOW-4757,Selectively disable some pylint checks for tests,"Maybe it is a good idea to selectively disable missing-docstrings for tests ? This seems to be a huge overhead having to document all test modules/classes and especially methods. And it seems easy to do with the pylint_ci script we have.

 

After a bit of discussion with [~ash] , [~kamil.bregula] and [~BasPH]  we decided to exclude those checks for testS:
 * missing-docstrings
 * no-self-use
 * too-many-public-methods
 * protected-access

 ",higrys
AIRFLOW-4756,gantt chart view fails after clearing failed task in current run,"To repro: 
Make some dag with a number of decently long-running tasks (so you have time to do this).

Get the dag running

Make sure one of the tasks fails.

Before the others complete, clear the failing task.

View gantt chart.

Observer error like so:

{code}
Traceback (most recent call last):
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/app.py"", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/app.py"", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/app.py"", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/_compat.py"", line 35, in reraise
    raise value
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/app.py"", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/app.py"", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask_admin/base.py"", line 69, in inner
    return self._run_view(f, *args, **kwargs)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask_admin/base.py"", line 368, in _run_view
    return fn(self, *args, **kwargs)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask_login/utils.py"", line 258, in decorated_view
    return func(*args, **kwargs)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/airflow/www/utils.py"", line 275, in wrapper
    return f(*args, **kwargs)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/airflow/utils/db.py"", line 73, in wrapper
    return func(*args, **kwargs)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/airflow/www/views.py"", line 2015, in gantt
    root=root,
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask_admin/base.py"", line 308, in render
    return render_template(template, **kwargs)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/templating.py"", line 135, in render_template
    context, ctx.app)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/templating.py"", line 117, in _render
    rv = template.render(context)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/jinja2/asyncsupport.py"", line 76, in render
    return original_render(self, *args, **kwargs)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/jinja2/environment.py"", line 1008, in render
    return self.environment.handle_exception(exc_info, True)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/jinja2/environment.py"", line 780, in handle_exception
    reraise(exc_type, exc_value, tb)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/jinja2/_compat.py"", line 37, in reraise
    raise value.with_traceback(tb)
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/airflow/www/templates/airflow/gantt.html"", line 18, in top-level template code
    {% extends ""airflow/dag.html"" %}
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/airflow/www/templates/airflow/dag.html"", line 19, in top-level template code
    {% import 'admin/lib.html' as lib with context %}
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/airflow/www/templates/airflow/master.html"", line 18, in top-level template code
    {% extends ""admin/master.html"" %}
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/airflow/www/templates/admin/master.html"", line 18, in top-level template code
    {% extends 'admin/base.html' %}
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask_admin/templates/bootstrap3/admin/base.html"", line 94, in top-level template code
    {% block tail %}
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/airflow/www/templates/airflow/gantt.html"", line 58, in block ""tail""
    data = {{ data |tojson|safe }};
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/json/__init__.py"", line 327, in tojson_filter
    return Markup(htmlsafe_dumps(obj, **kwargs))
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/json/__init__.py"", line 242, in htmlsafe_dumps
    rv = dumps(obj, **kwargs) \
  File ""/Users/someperson/.virtualenvs/scratch/lib/python3.7/site-packages/flask/json/__init__.py"", line 179, in dumps
    rv = _json.dumps(obj, **kwargs)
  File ""/usr/local/Cellar/python/3.7.3/Frameworks/Python.framework/Versions/3.7/lib/python3.7/json/__init__.py"", line 238, in dumps
    **kw).encode(obj)
  File ""/usr/local/Cellar/python/3.7.3/Frameworks/Python.framework/Versions/3.7/lib/python3.7/json/encoder.py"", line 199, in encode
    chunks = self.iterencode(o, _one_shot=True)
  File ""/usr/local/Cellar/python/3.7.3/Frameworks/Python.framework/Versions/3.7/lib/python3.7/json/encoder.py"", line 257, in iterencode
    return _iterencode(o, 0)
TypeError: '<' not supported between instances of 'NoneType' and 'str'
{code}",dstandish
AIRFLOW-4755,"Dockerhub user should be ""apache"" not airflow",The hooks/build script default DOCKERHUB_USER should be apache not airflow :),higrys
AIRFLOW-4754,Exception is thrown when .git folder is not found by setup.py (for example in DockerHub),"{code:java}
Complete output from command /usr/local/bin/python -c ""import setuptools, tokenize;__file__='/opt/airflow/setup.py';f=getattr(tokenize, 'open', open)(__file__);code=f.read().replace('\r\n', '\n');f.close();exec(compile(code, __file__, 'exec'))"" develop --no-deps:
Traceback (most recent call last):
File ""<string>"", line 1, in <module>
File ""/opt/airflow/setup.py"", line 458, in <module>
do_setup()
File ""/opt/airflow/setup.py"", line 319, in do_setup
write_version()
File ""/opt/airflow/setup.py"", line 152, in write_version
text = ""{}"".format(git_version(version))
File ""/opt/airflow/setup.py"", line 132, in git_version
repo = git.Repo('.git')
File ""/usr/local/lib/python3.6/site-packages/git/repo/base.py"", line 131, in __init__
raise NoSuchPathError(epath)
git.exc.NoSuchPathError: /opt/airflow/.git{code}",higrys
AIRFLOW-4753,Pylint Json log formater ,,higrys
AIRFLOW-4752,Pylint CI Script has missing star in build directory exclusion and misses generated webserver_config.py ,,higrys
AIRFLOW-4750,Add log to specify which zombie task instances are killed,While troubleshooting task instances that got killed I wanted to see if the task instance got killed by the process that finds zombies and added a log to print which task instances were identified as zombies. I think this will be useful to share.,chris.mclennon
AIRFLOW-4748,dagbag exception catching does not print a stack trace,"In the dagbag `process_file` method, if an exception is caught during processing only the error message is logged.  A full stack trace can be very helpful in these situations.",shuwen
AIRFLOW-4746,Implement GCP Cloud Tasks' Hook and Operators,Implement hook and operators for GCP Cloud Tasks.,ryan.yuan
AIRFLOW-4745,failed filtering when accessing DAG Runs page from DAG information page,"When click ""{{schedule: X day, hh:mm:ss}}"" on DAG information page such as Tree View, we can jump to DAG Runs page, but not filtering.

This is easily implement so I'll create this PR.",hkak03key
AIRFLOW-4743,Add environment variables support to SSHOperator,,ms32035
AIRFLOW-4741,Include Sentry for Error Tracking in Core functionality,"This core integration lets you easily use the Sentry SDK in Airflow.

It provides:
 * a set of tags for every TaskInstance, along with its respective DAG
 * breadcrumbs of the tasks that were successful before any crash

*Note: This feature is completely optional to users, if a connection or the sentry sdk is not found the hook is not used.",tiopi
AIRFLOW-4739,Kubernetes Executor:  Allow per task labels on task pods,"I want to be able to add arbitrary labels to an airflow worker pod.  For example, I want to specify this in the task definition:

```
 run_this = PythonOperator(
 task_id='print_the_context',
 provide_context=True,
 python_callable=my_sleeping_function,
 executor_config={""KubernetesExecutor"": {""labels"":

{""test"": ""label""}

}},
 dag=dag,
 )
 ```

And have my worker pod have the label `test:label`. 

 

My main use case for this is for auditing.  We audit our kubernetes cluster by tags, attributing cost based on how much resources the pod uses.  

 

I will make a PR.",gmmotto
AIRFLOW-4737,Column queue on task_instance table limit of 50 chars is too low,"I tried to use an SQS queue named ""airtest-AirflowStack-FW7GGJK59W9-Tasks-BL0L2W6F5OKF"" as message broker, but the Scheduler fails to work because the queue name is 51 characters long.

Why this huge queue name? SQS queue names are automatically generated by CloudFormation, and it's best practice to let it do so. Also, when using nested stacks, the inner stack also has its name automatically generated and appended to the master stack.

So in short, my master stack is called ""airtest"" and the queue resource ""Tasks"" (which I believe are quite reasonably sized), but that huge name is what you end up in the end. Therefore the use case for longer queue names is there.",villasv
AIRFLOW-4736,S3 Operator - Recursive Copy Functionality,"The current s3 copy operator does not allow for recursive copy (ex: `aws s3 cp s3://bucket/folder/ – recursive `).

 

Anyone have thoughts on whether there should be a recursive copy operator, or whether the current operator should be extended?  ",brucearctor
AIRFLOW-4735,S3 Operator - Sync Functionality,"Would love for there to be the equivalent of `aws s3 sync <source>  <dest>`, that would be in operator form.  

 

 ",brucearctor
AIRFLOW-4734,Upsert functionality for PostgresHook.insert_rows(),"PostgresHook's parent class, DbApiHook, implements upsert in its insert_rows() method with the replace=True flag. However, the underlying generated SQL is specific to MySQL's ""REPLACE INTO"" syntax and is not applicable to Postgres.

I'd like to override this method in PostgresHook to implement the ""INSERT ... ON CONFLICT DO UPDATE"" syntax (new since Postgres 9.5)",oxymor0n
AIRFLOW-4726,Duplicate operator task ids raise inappropriate error message,"When there are duplicate operator task ids, it raises `_Broken DAG: Cycle detected in DAG. Faulty task: foo to foo_`.

This error message is ambiguous, so I suggest that `_Broken DAG: duplicate task ids. ~~~_` is better.

 

I examined this case on my local environment (Airflow version: 1.10.3).

DAG script and error messages are on Attachment.

(I changed [https://airflow.apache.org/tutorial.html] a little to make this DAG script.)",dama_yu
AIRFLOW-4725,Make setup.py run without errors/warnings,"Currently running ""python setup.py --help-commands"" (on master) throws a warning + error.",basph
AIRFLOW-4723,Remove the deprecated pass-through conf methods,"This has been deprecated since 2016 (airflow/configuration.py):
{code}
# Historical convenience functions to access config entries

load_test_config = conf.load_test_config
get = conf.get
getboolean = conf.getboolean
getfloat = conf.getfloat
getint = conf.getint
getsection = conf.getsection
has_option = conf.has_option
remove_option = conf.remove_option
as_dict = conf.as_dict
set = conf.set # noqa

for func in [load_test_config, get, getboolean, getfloat, getint, has_option,
             remove_option, as_dict, set]:
    deprecated(
        func,
        ""Accessing configuration method '{f.__name__}' directly from ""
        ""the configuration module is deprecated. Please access the ""
        ""configuration from the 'configuration.conf' object via ""
        ""'conf.{f.__name__}'"".format(f=func)){code}
 Time to remove it and unify the way to access conf.",basph
AIRFLOW-4721,Remove all import builtins imports,There's lots of from builtins import ... imports in the codebase. These are all the result of Python 2/3 compatibility and should be removed.,basph
AIRFLOW-4720,Allow comments in .airflowignore files,It would useful to allow comments in .airflowignore files to explain why a pattern has been ignored. I propose using # as the comment character and skipping all characters on a line following a #.,jmcarp
AIRFLOW-4717,The spark_binary arg to SparkSubmitOperator has no effect when connection exists.,"Apache spark depending on the desto, the spark binary name may be different. (ex. spark2-submit)
For this reason, the spark_binary option has been added to sparkSubmitOperator

(Reference : [https://github.com/apache/airflow/pull/4360/files])

 

However, this option does not work.

This is because there is logic to hard-code and override the spark-binary option value in spark_submit_hook.py

(Full path : airflow/contrib/hooks/spark_submit_hook.py)

 
{code:java}
...
conn_data['spark_binary'] = extra.get('spark-binary', ""spark-submit"")
...{code}
It is necessary to delete the corresponding line.",yslee
AIRFLOW-4716,Instrument dag loading time duration,Sometimes it is useful to instrument the dag loading time and see which dag takes the longest the load. This is helpful for debugging once the UI becomes a bit unstable(e.g gunicorn timeout etc),taofeng
AIRFLOW-4712,Make tests/ti_deps Pylint compatible,Fix all Pylint messages in tests/ti_deps. To start; running scripts/ci/ci_pylint.sh on master should produce no messages. (1) Remove the files mentioned in your issue from the blacklist. (2) Run scripts/ci/ci_pylint.sh to see all messages on the no longer blacklisted files. (3) Fix all messages and create PR.,basph
